stt,tp,c1,c2a1,c2a2,c2a3,c2a4,c2a5,c2a6,c2a7,c2a8,c2a9,c2b1,c2b2,c2b3,c2c1,c2c2,c2c3,c2c4,c2c5,c2c6,c2d1,c2d2,c2d3,c2d4,c2d5,c2d6,c3,c4.1,c4.2,c5.1,c5.2,c6.1,c6.2,c7,c8,c10,c11.1,c11.2,c12,c13,c14,c15,c16.1,c16.2,c16.3,c16.4,c16.5,c16.6,c16.7,c16.8,c16.9,c16.10,c16.11,c17.1,c17.2,c17.3,c17.4,c17.5,c18,c19.1,c19.2,c19.3,c20.1,c20.2,c20.3,c21,c22.1,c22.2,c22.3,c23a,c23b,c24a,c24b,c25,c26.1,c26.2,c26.3,c27,c28,c29a1,c29a2,c29a3,c29a4,c29a5,c29a6,c29a7,c29b1,c29b2,c29b3,c29b4,c29b5,c29b6,c29c,c30a1,c30a2,c30a3,c30a4,c30a5,c30b1,c30b2,c30b3,c30b4,c30c1,c30c2,c30c3,c30c4,c30c5,c30d1,c30d2,c31.1,c31.2,c32.a1,c32.a2,c32.a3,c32.b1,c32.b2,c32.b3,c33.1,c33.2,c33.3,c34.1,c34.2,c34.3,c35.1,c35.2,c35.3,c36.1,c36.2,c36.3,c36.4,c36.5,c36.6,c36.7,c36.8,c36.9,c36.10,c36.11,c36.12,c37.1,c37.2,c37.3,c37.4,c37.5,tuoi,sonk,gtinh,tncn,tngd,hocvan,nghe,W.TP,hocvan4n
223,1,3,8,9,13,16,17,18,19, , ,16,17, ,8,9,13,16,17,19,3,3,3,3,3,3,8,3, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,5,7,6,4,7,7,5,6,5,4,1,3,4,13,22,32,11,1,5,5,3,6,0.67,2
224,1,3,1,5,7,8,12,14,15,16,17,12,14,17,7,12,14,16,17, ,2,2,2,2,2,2,2,3, ,3, ,3,3,1, ,2, , , ,4,2,2,5,6,7,8,9,11,13,15,20, , ,5,9,11,13,15,21,1,3,2,1,2, ,1,1,3,5,2,2, , ,2,1,2, ,3,1,4,5,4,8,3,3,3,5,8,5,4,8,5,4,5,7,11,13,15,2, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,3, , ,7,6,5,6,7,4,7,6,6,6,5,5,1,3,13,19,22,34,3,2,3,2,3,6,0.67,2
225,1,3,8,12,13,14,16,17, , , ,12,13,16,8,13,16,19, , ,1,3,3,1, , ,3,1, ,3, ,1,1,1, ,2, , , ,2,1,1,5,6,7,8,19,20, , , , , ,5,7,20, , ,19,3,2,1,1,2, ,1,1,2,5,1,1, , ,1,1,6, ,4,2,4,4,4,3,4,4,3,5,3,5,4,8,4,4,5,7,9,15,20,2,19, , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,3, , ,2,5,5,6,7,5,7,3,7,6,6,5,1,3,13,15,19,30,3,2,1,1,3,12,0.67,2
226,1,3,5,7,8,12,13,16,17,18, ,12,13,18,5,7,8,12,13,16,3,3,3,3,3,3,2,1,3,3, ,2,2,1, ,2, , ,1,3,2,2,1,5,7,8,9,10,13,14,15,19,20,5,7,8,9,10,19,2,3,1,1,2,3,1,1,3,5,2,2,1,1,2,1,2, ,4,2,3,5,3,4,3,3,5,5,3,5,5,5,4,5,8,9,10,11,18,16,17, , ,8,9,10, , ,21, , , , , , , , , , , , ,1, , ,8, , ,7,5,2,7,7,5,7,1,7,6,6,3,1,3,4,5,7,31,4,2,4,4,3,6,0.67,2
227,1,3,5,12,13,16, , , , , ,12, , ,5,13,16, , , ,3,3,3, , , ,4,1,2,3, ,2,2,2,2,2, , , ,2,2,2,4,5,7,8,9,11, , , , , ,5,11, , , ,11,2,3,1,1,2, ,3,1,5, , , , ,3,3,2, , ,8,1,4,4,4,3,3,3,4,5,5,5,5,5,5,4,4,5,11, , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,4, , ,5,7,4,7,7,4,7,7,7,7,7,2,1,3,7,13,17,30,4,2,3,2,6,1,0.67,4
228,1,3,1,3,5,6,16,17, , , ,16, , ,1,3,5,6,16,17,3,3,3,3,3,3,5,1,2,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,4,7,7,4,7,7,6,7,7,3,1,3,7,13,16,39,7,1,2,2,3,8,0.67,2
229,1,3,5,8,12,15,16, , , , ,8,12, ,8,12,16, , , ,2,2,2, , , ,4,1,2,3, ,2,2,1, ,2, , ,2,3,2,2,5,7,8,9,13,19, , , , , ,5,7, , , ,7,3,2,1,2, , ,1,1,5, ,3,3, , ,2,1, , ,2,2,3,3,4,4,3,3,3,5,5,5,5,3,5,3,5,7, , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,5, , ,5,5,3,7,7,5,7,7,7,7,7,2,1,3,7,13,17,23,4,2,2,2,5,5,0.67,4
230,1,3,1,3,5,8,12,16,17, , ,5,16, ,1,5,16,17, , ,3,3,3,3, , ,4,1,2,3, ,2,2,2,2,2, , , ,2,2,2,4,5,7,9,11, , , , , , ,7,11, , , ,7,3,2,1,2, , ,2,1, , , , ,4,2,3,2, , ,8,1,3,3,4,3,3,3,3,5,4,5,5,3,5,4,4,5,7, , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,5, , ,6,5,4,7,7,5,7,7,7,7,7,3,1,3,7,13,17,25,4,2,2,2,5,1,0.67,4
231,1,3,1,5,17,19, , , , , ,1,17,19,1,5,17,19, , ,1,1,1,1, , ,2,2, ,1,3,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,5,7,6,6,7,6,6,6,7,6,1,3,7,8,11,39,4,1,4,2,5,4,0.67,4
232,1,3,6,10,16,19, , , , , ,19, , ,10,19, , , , ,3,3, , , , ,2,3, ,1,3,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,4,7,7,4,7,6,7,7,7,1,3,14,17, , ,41,4,1,4,2,5,7,0.67,4
233,1,3,5,12,16,17, , , , , ,5, , ,5,12,16,17, , ,3,3,3,3, , ,3,1, ,3, ,2,2,2,2,2, , ,2,2,2,2,5,7,8,10,17,18, , , , , ,7,8,10, , ,7,1,2,3,2, , ,2,1,3, ,3,3, , ,4, , , ,1,5,4,4,4,3,4,8,8,5,5,5,5,5,5,5,5, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,4, , ,7,6,4,7,7,5,7,6,7,7,5,6,3,4,7,14,22,21,4,1,1,1,4,10,0.67,3
234,1,3,3,12,16,17, , , , , ,12,16, ,3,12,16,17, , ,3,3,3,3, , ,4,1,2,3, ,2,2,2,2,2, , ,1,3,2,2,6,7,9,11,20, , , , , , ,6,9, , , ,6,3,1,2,1,2, ,2,1, , , , , , ,3,1, , ,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,3,7,11,20, , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,4, , ,5,5,4,7,7,5,7,7,7,7,7,4,1,3,7,13,22,26,4,2,2,1,3,8,0.67,2
235,1,3,5,8,12,13,15,16,17,18, ,8,12, ,5,8,12,15,16,18,3,3,3,3,3,3,2,3, ,4, ,2,2,1, ,2, , ,1,2,3,2,3,5,6,8,9,11,19,20, , , ,3,5,9,11, ,11,3,2,1,2, , ,1,1, , ,2,2, , ,1,1, , ,2,4,3,5,5,3,3,5,4,5,5,5,5,5,5,5,5,9, , , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,4, , ,1, , ,3, , ,5,4,2,7,7,6,7,7,7,7,7,5,1,3,9,15,19,26,3,2,3,1,3,7,0.67,2
236,1,4,1,3,5,12,13,14,15, , ,13, , ,1,2,5,12,13,14,3,3,3,3,3,3,3,1, ,3, ,2,2,1, ,2, , , ,3,3,2,2,4,5,6,17,19,20, , , , ,5, , , , ,5,2,1,3,2, , ,1,3, , ,1,1,4,4,4, , , ,1,5,4,3,3,3,3,4,3,5,4,3,5,3,3,4,4, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,8, , ,7,7,5,5,5,3,5,5,7,5,7,1,3,16,21, , ,31,3,1,3,2,5,2,0.67,4
237,1,3,1,3,5,16,17, , , , ,3,16,17,1,3,5,16,17, ,3,3,3,3,3, ,3,1, ,3, ,2,2,2,6,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,7,7,5,7,7,5,7,7,3,1,3,4,19, ,44,4,2,2,1,3,8,0.67,2
238,1,3,1,3,5,8,16, , , , ,8,16, ,1,3,5,8,16, ,3,3,3,3,3, ,3,1,2,3, ,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,5,7,6,4,7,5,5,6,6,4,1,3,4,7,22,25,4,2,2,1,5,1,0.67,4
239,1,3,3,5,15,16,17,18, , , ,16, , ,16,17,18, , , ,3,3,3, , , ,4,1,3,3, ,2,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,6,6,2,3,5,4,6,4,1,1,3,15,22, ,27,4,1,3,2,4,7,0.67,3
240,1,3,1,3,10,16,17, , , , ,3,10,16,3,10,16, , , ,2,2,2, , , ,2,1,2,3, ,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,5,4,7,4,5,6,6,7,7,1,1,3,15, , ,35,3,1,2,1,5,3,0.67,4
241,1,3,1,5,16,17, , , , , ,1,5,16,5,16, , , , ,2,2, , , , ,3,1, ,3, ,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,4,6,3,7,6,3,5,5,1,1,2,3,13, ,45,4,1,2,1,3,8,0.67,2
242,1,3,3,4,5,10,16, , , , ,3,4,10,3,4,10, , , ,2,2,2, , , ,2,2, ,1,3,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,6,4,5,3,4,5,4,4,3,2,3,7,20, , ,28,3,1,3,1,5,1,0.67,4
243,1,3,3,5,6,7,8,12,13,16, ,3,8, ,3,8,12, , , ,3,3,3, , , ,3,1, ,3, ,2,4,1, ,2, , , ,5,2,3,5,6,7,9,11,17,18,20, , , ,5,7,19,17,20,20,3,1,2,2, , ,3,5, , ,2,2, , ,3,1, , ,2,3,4,4,3,3,3,5,8,3,8,2,3,3,8,3,6,9,20, , ,19, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,3, , ,4,7,5,7,6,5,4,6,3,7,4,2,1,3,13,15,22,40,4,2,2,1,3,8,0.67,2
244,1,3,1,5,6,16,17, , , , ,6,16, ,6,16, , , , ,3,3, , , , ,3,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,6,5,4,3,6,5,4,6,5,2,3,13,17,18, ,55,4,1,2,1,3,14,0.67,2
245,1,3,1,3,4,16, , , , , ,1,8, ,1,3,8, , , ,2,2,2, , , ,2,1,2,1,3,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,7,5,6,4,7,3,6,5,4,1,1,3,13, , ,26,2,1,2,1,5,3,0.67,4
246,1,3,1,3,4,5,16,17, , , ,16, , ,4,16, , , , ,2,2, , , , ,2,1,2,1,3,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,3,4,7,7,5,4,2,1,3,3,1,1,3,13,15,20,45,4,1,2,1,3,8,0.67,2
247,1,3,13,16,19, , , , , , ,13, , ,13,19, , , , ,2,2, , , , ,3,1, ,3, ,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,5,7,6,5,4,7,5,6,4,1,1,3,7,15, ,20,3,2,1,2,3,10,0.67,2
248,1,3,1,10,11,16,19, , , , ,19, , ,10,19, , , , ,2,2, , , , ,2,1,2,1,3,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,5,5,5,5,4,6,4,5,3,2,1,3,15, , ,28,3,1,3,2,5,3,0.67,4
249,1,3,10,11,13,19, , , , , ,10, , ,10,13, , , , ,1,2, , , , ,1,2, ,3, ,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,6,4,5,3,4,2,7,7,5,1,3,6,7,13,15,35,3,2,3,1,5,3,0.67,4
250,1,3,1,3,5,8,10, , , , ,10, , ,1,8,10, , , ,2,2,2, , , ,3,1,2,1,3,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,7,4,5,5,4,5,7,7,7,7,3,13, , , ,38,3,1,3,1,5,1,0.67,4
251,2,4,2,7,12,16, , , , , ,2,7,12,2,7,12,16, , ,1,1,1,1, , ,4,1, ,1,3,1,1,1, ,2, , ,4,1,3,2,5,6,7,9,11, , , , , , ,5,6,7,9,11,21,1,3,2,1,2, ,2,1,3,5,4, , , ,2,1, , ,1,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,5,7,11, , ,2,18,19, ,7,11, , , ,21, , , ,1, , , , , ,3, , , , , , , , ,6,6,6,6,7,5,7,6,7,7,6,6,1,3,19,20, ,42,10,2,1,4,3,14,1.33,2
252,2,4,2,4,7,10,11,12,13,16,19,12,13,16,12,13,16, , , ,1,1,1, , , ,2,1, ,1,3,1,1,2,5,2, , ,2,4,1,1,5,6,7,8,11, , , , , , ,5,7,11, , ,21,1,2,3,2, , ,1,1, , ,2,2, , ,2,1,3, ,3,4,3,4,4,3,4,3,3,8,8,3,8,8,8,4,5,7,11, , ,2,18, , ,7,11, , , ,21, , , , , , ,1, , ,3, , , , , , , , ,6,7,6,6,7,5,7,6,6,6,6,5,1,2,3,19,20,21,4,2,1,3,4,10,1.33,3
253,2,3,7,12,13, , , , , , ,7,12,13,7,12, , , , ,3,3,3, , , ,10,1, ,1,3,2,1,1, ,2, , ,10,4,1,1,6,9,11,15, , , , , , , ,11,15, , , ,21,1,3,2,1,2, ,2,1,5, ,10,5, , ,2,1,2, ,1,4,3,4,5,3,3,8,3,8,8,8,3,4,4,3,15, , , , ,21, , , ,15, , , , ,21, , , , , , ,1, , ,3, , , , , , , , ,6,7,7,6,7,6,7,6,6,6,6,7,1,3,7,22, ,28,14,1,3,5,3,3,1.33,2
254,2,3,7,12,16,19, , , , , ,7,12,19,7,12,19, , , ,3,3,3, , , ,3,1, ,3, ,2,2,2,2,2, , ,5,3,2,2,1,5,6,7,8,11,17,19, , , ,5,7, , , ,21,1,3,2,2, , ,2,1, , ,2,2, , ,2,1, , ,1,4,3,8,3,3,3,4,3,8,8,4,5,3,4,3,14, , , , ,2,19, , ,21, , , , ,21, , , ,1, , , , , ,3, , , , , , , , ,6,7,5,5,7,5,7,5,6,6,5,5,1,3,7,19,20,53,5,2,3,3,3,11,1.33,2
255,2,4,2,4,7,12, , , , , ,2,4,7,2,4,7,12, , ,1,1,1,3, , ,4,1, ,1,3,2,1,1, ,2, , ,2,2,1,2,2,3,8,11,15, , , , , , ,8,15, , , ,21,1,2,3,1,2, ,2,3,5, ,4, , , ,2,1,2, ,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11, , , ,21, , , ,3,11, , , ,21, , , ,2, , , , , ,3, , , , , , , , ,6,7,6,6,7,6,7,6,6,6,6,6,1,3,13, , ,59,4,1,3,4,5,7,1.33,4
256,2,3,7,12,19, , , , , , ,7,12, ,7,12, , , , ,3,3, , , , ,4,1, ,1,3,2,2,1, ,2, , ,2,1,3,1,5,8,11,15, , , , , , , ,8,15, , , ,21,1,3,2,1,2, ,2,1,5, ,3, , , ,2,1,2, ,6,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,15, , , , ,2, , , ,15, , , , ,21, , , ,1, , , , , ,3, , , , , , , , ,6,7,7,6,7,6,7,7,6,7,7,6,1,3,6,13, ,28,4,1,3,4,5,3,1.33,4
257,2,3,4,6,7, , , , , , ,4,6,7,4,6,7, , , ,1,1,1, , , ,3,1, ,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,6,7,7,6,6,6,6,1,3,7,13, ,22,3,1,3,2,3,6,1.33,2
258,2,3,7,19, , , , , , , ,19, , ,7,19, , , , ,3,3, , , , ,3,1, ,1,3,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,6,6,7,6,7,6,6,6,6,6,1,3,13,14, ,40,4,1,3,3,5,1,1.33,4
259,2,3,2,7,18, , , , , , ,2,7,18,2,7,18, , , ,1,1,1, , , ,6,1, ,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,5,7,7,6,6,7,6,1,2,3,13, ,50,6,1,3,4,5,1,1.33,4
260,2,3,16,18, , , , , , , ,16,18, ,16,18, , , , ,1,1, , , , ,7,1, ,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,6,7,6,7,6,6,5,1,2,3,13, ,54,7,1,3,4,3,6,1.33,2
261,2,3,7,19, , , , , , , ,19, , ,7,19, , , , ,3,1, , , , ,4,1, ,1,3,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,6,7,5,7,6,6,7,6,5,1,3,19,20, ,22,4,2,3,4,3,3,1.33,2
262,2,3,7,8,9,13, , , , , ,7,13, ,7,8,9,13, , ,3,3,3, , , ,3,1, ,3, ,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,6,7,5,7,6,7,6,6,6,1,3,7,15, ,18,4,2,1,3,4,10,1.33,3
263,2,3,2,3,7, , , , , , ,2,3,7,2,3,7, , , ,1,1,1, , , ,5,1, ,3, ,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,7,7,6,7,6,6,7,6,5,1,3,7, , ,29,5,1,3,3,4,1,1.33,3
264,2,3,3,16, , , , , , , ,3, , ,3,16, , , , ,3,3, , , , ,3,1, ,1,3,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,5,7,7,6,6,6,6,1,3,6,19,20,18,7,2,3,3,3,8,1.33,2
265,2,3,18, , , , , , , , ,18, , ,18, , , , , ,3, , , , , ,2,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,5,5,7,5,6,5,5,6,5,5,1,3,7, , ,36,4,2,3,2,3,7,1.33,2
266,2,3,18, , , , , , , , ,18, , ,18, , , , , ,3, , , , , ,2,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,5,6,6,5,6,6,6,5,7,6,1,3,4,7, ,26,3,1,3,2,3,9,1.33,2
267,2,3,7,8,13,18,19, , , , ,13,18,19,13,18,19, , , ,1,1,3, , , ,3,1, ,1,3,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,6,7,6,7,6,5,5,5,5,1,3,7,19,20,20,3,2,2,2,3,6,1.33,2
268,2,4,2,7,9,13,14,16,18,19, ,2,7,18,2,7,18, , , ,1,1,1, , , ,6,1, ,1,3,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,7,7,7,7,6,6,6,5,5,1,3,7,14,15,35,8,1,4,4,5,5,1.33,4
269,2,3,7,13, , , , , , , ,7,13, ,7,13, , , , ,3,3, , , , ,3,1, ,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,6,7,5,7,7,6,6,6,5,1,3,6,7,19,22,6,2,3,3,5,3,1.33,4
270,2,3,4,7,16, , , , , , ,4,7,16,4,7,16, , , ,3,3,3, , , ,3,1, ,1,3,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,6,7,7,6,6,6,5,1,3,7,13, ,40,5,1,3,3,5,1,1.33,4
271,2,3,13,14,16,18, , , , , ,13,16, ,13,16, , , , ,3,3, , , , ,3,1, ,1,3,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,7,7,6,7,6,6,6,6,5,1,3,6,16,20,32,4,2,2,2,3,14,1.33,2
272,2,3,2,7,18, , , , , , ,2,7,18,2,7,18, , , ,1,1,1, , , ,4,1,4,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,6,7,6,7,6,6,6,6,5,1,3,6, , ,33,6,1,3,3,3,8,1.33,2
273,2,3,7,12,13,14, , , , , ,7,13, ,7,12,13, , , ,3,3,3, , , ,5,1, ,3, ,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,6,7,6,6,7,7,6,1,3,7,16,19,22,6,2,1,3,3,14,1.33,2
274,2,3,2,4,6,7,9,12,16,18, ,2,7, ,2,4,7,9, , ,1,1,1,1, , ,5,1,2,1, ,4,4,1, ,3, , ,4,3,3,2,2,5,13,15,17, , , , , , ,13,15, , , ,13,1,3,2,1,2,3,1,1,3,4,5,5,4,4,2,1,2, ,1,4,4,4,4,5,4,4,4,3,4,3,4,4,4,4,15,16, , , ,5,10, , ,15, , , , ,21, , , ,1,2,3,1,2,3,4,4,4,1,2,3,3,3,3,1,7,7,7,7,5,7,7,7,7,7,5,1,3,13,14,22,52,5,1,3,3,5,5,1.33,4
275,2,4,6,7,12,14,18,19, , , ,12,19, ,6,7,12,14,18, ,1,1,1,1,1, ,2,1, ,3, ,4,4,1, ,2, , ,1,1,2,4,1,2,3,4,5,12,15,18, , , ,3,7,8,17, ,2,2,1,3,2,3, ,2,3,5, ,2,2, , ,2,1, , ,3,4,4,3,3,3,4,4,3,2,3,3,3,3,2,3,3,8,13, , ,2,9, , ,10,13, , , ,6, , , ,1,2,3,1,2,3,3,3,3,1,3, ,3,4, ,5,6,6,6,7,6,7,5,2,6,5,6,1,3,4,7,22,21,2,1,1,2,4,10,1.33,3
276,2,3,4,7,8,12, , , , , ,7,8, ,4,7,8,12, , ,2,2,2,2, , ,3,1, ,3, ,1,1,2,6,2, , ,2,4,1,2,2,3,5,7,8,9,13,19, , , ,3,5,7,13,19,15,1,3,2,3, , ,1,1,3, ,3,3, , ,2,1, , ,1,5,4,4,3,5,5,5,5,5,4,4,5,3,4,5,9,13, , , ,9,14,20, ,21, , , , ,21, , , ,4, , ,4, , , , , ,1,2,3,4,4,4,7,7,7,7,5,5,7,7,7,6,6,6,1,3,7,9,22,45,4,2,3,2,3,7,1.33,2
